tweet_id,emotions,author,content
1956979917,anger,Dreness023,@djmicdamn hey yu lil fucker i textd yu
1956980788,anger,nathaliep,"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs"
1956980883,anger,hollywoods500,@benballer  no way! damn that sucks B!  are you ok?
1956980972,anger,syl3nt,sucks not being able to take days off of work or have the money to take the trip  so sad
1956981427,anger,Caillie,"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to"
1956981850,anger,robuttley,@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope
1956982075,anger,minamic,@lostluna But I got dibs on Sulu...
1956982383,anger,Ameeee,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
1956982449,anger,DawnofOURnight,@itsgabbith at once haha.  poor aby still gets sore!
1956982576,anger,kShadhavar,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
1956982605,anger,Diyeni,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
1956983160,anger,crittyjoy,@Pokinatcha  in all honesty...pain   blech.
1956983171,anger,paulyum,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...
1956983467,anger,njc87,At home alone with not much to do
1956983509,anger,heyitsmisti,@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
1956983690,anger,Trishalove,@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol
1956983851,anger,sweetkisses277,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin
1956983874,anger,joia,"So great to see Oin &amp; Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards."
1956983931,anger,MunkyMunch,I cant give @jertronic any bday nudges.
1956984185,anger,HarryLyme,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'
1956984205,anger,chicabajoelsol,Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.
1956984559,anger,Marielii,says I miss plurking.  http://plurk.com/p/wxion
1956984864,anger,Amantou,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
1956984894,anger,Chai_Bo,I miss Voobys!
1956985129,anger,Cookphotos,@Dancing_Monk Neither are ELP!!
1956985535,anger,quarrygirl,"@havingmysay  dude, that is my favorite sandwich place ever. ummm did you take PICTURES?"
1956985612,anger,juliehuang,is sad that shin ae got married...and it wasn't to alex
1956985758,anger,jazz_angela,"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
1956985764,anger,Samm_xo,@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?
1956985973,anger,ssabz,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.
1956986211,anger,metaphysical1,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
1956986359,anger,bittenbyte,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
1956986767,anger,AshLaws,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
1956987381,anger,supkeke,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
1956987600,anger,naterkane,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
1956987828,anger,palomalopes24,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
1956987904,anger,creativevixen86,I can't sleep...I keep thinking about the puppy I played with today
1956987950,anger,smiles4dayyz,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
1956988145,anger,padfootly,@lepetitagneau what's going on sweetheart?
1956988218,anger,callatya,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows"
1956988223,anger,kabilan,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
1956988477,anger,enlightenthem,@willxxmobb work at 6am. Gotta go to bed soon
1956989093,anger,Angela_Grace,@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha
1956989514,anger,yellowduckx,@sweeetnspicy hiii im on my ipod...i cant fall asleep
1956989526,anger,KaKuBby,dont wanna work 11-830 tomorrow  but i get paid
1956989560,anger,benchidol,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
1956989561,anger,outrAjusCharmer,PrinceCharming
1956989601,anger,M0anique,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956989914,anger,Fowl2,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
1956990288,anger,MissPassion,@mrgenius23 You win ... SIGH Rakeem
1956990413,anger,Wendywitwoo,Oh is that time for real?
1956990568,anger,sarah_walter,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
1956990729,anger,marpizza,Oh no one minute too late! Oh well
1956991009,anger,rdyfrde,"@soviet_star Damn, that sucks"
1956991673,anger,M0anique,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956991704,anger,Tweetyangie,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
1956991723,anger,briwyatt,ahh! big scary bug flying around my room!!!!!
1958094564,happiness,cheeyanie,done washing our clothes.. i'm so tired..
1958094911,happiness,ubudroi,@babyexpat commercial shoot in Tokyo. not much time to play there   quick and dirty
1958095494,happiness,Thibow,What a bad day!
1958095589,happiness,DrJasonAbbott,"feeling very stressed and strung out, awake at 4.50am, mind buzzing... and Mrs Dr. A is not talking to me"
1958096127,happiness,simfin,@simfin part 2: social networking??.. there is even room for people
1958096155,happiness,yettezkiedoodle,I soo wanna eat McDonalds Fries
1958096366,happiness,philipjohn,@calvin141170 If it's any consolation I've had to abandon the back garden thanks to my super-reflective laptop screen
1958096787,happiness,NeoTech2020,"Omg I want TF2, everybody on my Steam Friends list is playing it"
1958096947,happiness,happymoonfox,"i want my WOOSOO like now plz  i gant wait, knowing she's so close is driveing me NUTTS"
1958096967,happiness,lemonsareyellow,"@Ste1987 Feel your pain with the hayfever - forgot to take mine yesterday, again."
1958097082,happiness,annnabelleee,@MGChislett  Is there going to be any more TAI TV? Ah I hope so
1958097151,happiness,neonash7777,@JamanthaLopez it was me the whole time I did a ton of things so u would believe me but u wouldn't listen or let me prove it. Or blve me
1958097331,happiness,xLoz_91x,Can't believe ER is over
1958097596,happiness,tahirakram,Thinking about someone. Now a days I think more and code less  What is it...?
1958097705,happiness,thraseia,@katemthompson I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week
1958097869,happiness,Sweetbaby50,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby"
1958098078,happiness,DarwynXRivver,":O Job interview today, i'm really gonna mess this uuuup"
1958098112,happiness,montejon,"@naomijade Heavens, not good  I can empathise. Fingers crossed it doesn't come to anything and you can sleep easy. Wishing for the best..."
1958098158,happiness,riisssaface,eww. cant sleep and its 2:38 am
1958098319,happiness,cmanholla,woke up an hour early just to study for        a test
1958099201,happiness,sausheong,@sengming learning tat the scenic way  din plan to go town but somehow was herded there?
1958099853,happiness,TagAlongTess,@bronte_saurus Oh. Hrmmm in that case I have no idea. And I only just realised you're talking about THAT bike! Solly
1958099994,happiness,mrsdam,i need people to talk to me please im very bored  x  follow me!
1958100100,happiness,darenBBC,@ilicco I don't have an invite  i might try Mr P Bale for an invite
1958100367,happiness,PurrrpleOrchid,Still soo tired..not ready to get up for the day...work again
1958100476,happiness,BexieLady,@nzclothnappy we can all but hope... georgia is still wide awake and has the hiccups
1958100867,happiness,yettezkiedoodle,Its times like these that I miss Manila. I'm not feeling up to myself lately
1958100869,happiness,inimeg,"No AC, the fan doesnt swing our way ... we are sweating it out on a hot humid day"
1958101230,happiness,CharlesGreig,@virginmedia is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow
1958101304,happiness,catcalledjesus,"Seriously, google, WTF? I don't feel online if I can't get into my inbox"
1958101472,happiness,eppsie,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[
1958102506,happiness,davewark,@harrisongilmore if only that was really my job title
1958102523,happiness,stargirltasha,want's to see '2001 Maniacs' Why won't it come through the post!?
1958103103,happiness,Angels_C,@demonicangel81 yay but u have no idea what you look like
1958103183,happiness,nnurse,@dublins98dave me too! I am down 400 euro
1958103225,happiness,1001100,"@AdamBien good luck. An me waiting that they are online, can't be in #JavaONE this year"
1958103305,happiness,KerryMG,"Dagnamit, latest power twitter update is pants - no clickable links"
1958103600,happiness,MissRascal,"Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!"
1958103630,happiness,bebetaya,home sweet home? i think no! huaaaa
1958103708,happiness,viksra,"Pretty sure my laptop just died 100%. HP DV2000, wireless problems constantly, tons of heat, won't start at all now. Fried circuit?"
1958103791,happiness,criticalhit,Oh man. I have been sick all night. I feel awful.
1958104165,happiness,JohnVeitch,I am totally knackered and back in the meeting
1958104313,happiness,reubal,Devon has caught and ate a fly. I dont know why she swallowed a fly. I guess she'll die.
1958104410,happiness,kemeny,"@sianmclachlan Sorry, that was a bit negative!"
1958104512,happiness,citizensmitt,"@gerald_d I can't view anything, Gerald. Not only am I banned, I can't even read the damn place."
1958104863,happiness,SY94,I am NOT in the mood for a long car drive
1958105411,happiness,puthali,"@mrugeshkarnik oh, /me still hasn't got around to starting it"
1958105637,happiness,lynz7302,the weather is good mmm what to do today??? shame working tomorrow
1958106051,happiness,JBnVFCLover786,@Karina_Escobar some people seem to be getting over it pretty quick  and the guys to me didn't seem to care
1958106109,happiness,kelly1783,Wish I was @ wembley
1958106557,happiness,Harry_Johnston,Work today
1958107130,happiness,nzclothnappy,"@BexieLady I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!"
1958107300,happiness,Stu_Avfc_11,Missing Going To Villa.. Another 2 Months With Out Them
1958107531,happiness,_LauraJane,My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2
1958107692,happiness,daniellefred,Omg its so gross out. no  relays tonight!
1958108246,happiness,Dhryss,"My heads spinning from math, started to dream in formulas. NOT good."
1958108422,happiness,kimlovesba,how do i get my cat 2stop killin rabbits? another headless (baby) rabbit n garden dis morn  live close 2field wher lots rabbits live
1958108546,happiness,LauraLaRue,I am hungry already. Not impressed! And everybody has gone to Rubys
1958108778,happiness,I_enigma,@RedBaff no wine here - I don;t drink  - but I have have plenty of forbidden cholocate
1958108938,happiness,simfin,@russellprue (duh typo error) part 2: social networking??.. there isn't even room for people
1958109052,happiness,nikitalikewoah,my head hurts
1958109187,happiness,JBnVFCLover786,@James_Phelps I was sad yesterday..1 of the guys from my fave band quit the band  and they replaced him
1958109203,happiness,shaunau,Finally. Deleted her number from my phone contacts  #heartbreak
1958109277,happiness,AshleyMcCraw,TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day
1958109417,happiness,DateMeCT,"@nawty I've been well, thx. Just getting up for an early morning meeting and wondering why I agreed to it. Don't like getting up early"
1958109577,happiness,_LauraJane,And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg
1958109594,happiness,oinksatme,VERY upset....  Mom is in the hospital
1958110071,happiness,dibstaru,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing
1958110078,happiness,karinb_za,@DexterAddict Aw  *hugs* Sorry man.  If I were rich I'd buy u a ticket NOW!
1958110482,happiness,AviiS,I will get my business coursework done by today. I will. I will.. I won't.
1958110598,happiness,XercesdA,Mortified. could lose my job
1958110692,happiness,vikram,@mateoviento don't see the link on my web interface
1958111004,happiness,mcflychloe94,@gfalcone601 ohhh ok. thats upsetting  sorry for wasting your time. xx
1958111128,happiness,LesMarianne,"I want 2 get my nails done today, but according 2 superstition I can't. Guess I'll have 2 wait til tomorrow then..  off 2 French!"
1958111217,happiness,okwithmydecay,@spotibot I am afraid you've had a bit of a #fail as the last two recommendations aren't available in the UK
1958111506,happiness,CodyyRB,@BeckyBuckwild Omg Beckky i love you! you should've won the 250G's  i was rootin for you.. hows things going?
1958111693,happiness,chichuwink,"dunno where to start, so many things to do..."
1958111780,happiness,Jamash,"someone please tighten some bolts in my brain  :s  there are too many parts loose, some might even be missing"
1958112083,happiness,symsquarepants,"i should of gone to kirsty's for the night, anything to get out of the house"
1958112612,happiness,vampirerue,ahh yes the obligations of a vampire kept me away from twitter.but now i'm back &amp; will try 2 update as much as possible.i lost a donor
1958113021,happiness,130587,bahhhh.. cold weather is making my teeth hurt.
1958113171,happiness,bclovesdc,@chescaaaaaa  yeaaaahh.
1958113302,happiness,marsherlin,"@rizzle_d We might not get Movie Night this week.  Unless it's like really early in the morning for you, lol."
1958113467,happiness,Georgiabuttons,@JackAllTimeLow I wish I could go to your melbourne show but my parents won't let me  *cries*
1958114034,happiness,boilerette,ooooh.... I have a headache.  Got to go to work now
1958114332,happiness,McKerrowTweet,"I had a dream that I went to Evo fest, but I didn't."
1958114497,happiness,chiquitita8,i m totally confused and bored.. my life must change!!
1958114779,happiness,VioletLily,@christineknight Poor love  Hope you get to relax somehow on the weekend.
1958114835,happiness,jeremy_ellis,@lesley007 Morning Lesley...ya making me jealous
1958115102,happiness,Misao08,leaving tomorrow
1958115243,happiness,axely,im bored.. RC is goin maintenance
1958115653,happiness,BrookeDavis_x,Morning. Forgot my daily booth yesterday.. shocking! I want to sit in the garden today and read but we have a huge bees nest
1958115796,happiness,ohhcarissa,http://bit.ly/147HEU  - don't judge me. tucking myself in tonight  mogwai on repeat
1958115823,happiness,Pnpy,I need something t do like hello... Im fucking bored now.  um... yeh...
1958115928,happiness,wubbleface,waiting for someone's SMS. it's been weeks and nearly a month  :?
1958116166,happiness,mmaaddddiiee,"@TaylorKarney Ugh, did you just say your friend might have swine flu? OMG, why?"
1958116578,happiness,colinofski,Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun's out... Nope.. Gone...
1958116760,happiness,beth_dunc,Home. Don't think i'll wake up at 5. :-p I had set an alarm for 6 in the kids' room &amp; forgot to turn it off. I feel bad about that.
1958116874,happiness,vagamom,I wish i could sleep past four a.m. on my nights off  good morning!
1958117076,happiness,spaceyfan,"It's this year. Can't catch it, won't be in NY till Oct 2010.   http://bit.ly/AF8JT"
1958117120,happiness,ShikhaBirdie,Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!
1958117297,happiness,xo_Mikaela_xo,yay cheerleading when im sick. its gonna be a fun  night peoples
1958117453,happiness,spudsies,"@NikForsyth july 8th flight gets in, my mate here is on about goin hm early so am all"
1958117612,happiness,Sandrake,Getting very frustrated by people who don't know what they want... can't wait to go home tonight...
1958118652,happiness,iAppleGeek1,Just had my hair cut it looks like shit
1958118795,happiness,haydeee,"@jesse_la ben's dreams make me so saddddddd  i want them to be togetherrr. i swear if this shit gets me bawlinggg, so help me.."
1958118994,happiness,longlostpenpal,lovely day and i have to work
1958119099,happiness,hullrobin,@gemmak500 Know exactly what you mean  I've lost too many friends. I do feel for you all
1958119313,happiness,colinrmccabe,@tweetie Why do I have to enter my registration details every time I update?
1958119384,happiness,weesimon,"@cjwilliams1975 @barmanandy We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today"
1958119401,happiness,kevlarhead,Really wish I could have gone to @bikeradar this weekend
1958119443,happiness,jemariie,@CheskieBear gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i'll never had a chance
1958119561,happiness,eepitswill,Yay! Power = on! Phone = charged. It's hot
1958119794,happiness,julierockaholic,"@MYFUTURELIES No way. What about Sydney?  yeah, you guys are like the semi-older version of Short Stack. However, with the same talent."
1958119955,happiness,special_noodles,"@lordlucan i had terrible trouble with 'sp' words as a child, would drop the 's' pider, pade etc, needed lessons. bad memories"
1958119963,happiness,dopekristine,I am such a worthless person. No one i love loves me back the way that they should.
1958119966,happiness,chelsea_playboy,yay dad agreed to pay for my tuition and equipment! yipee not till nxt jan tho
1958120056,happiness,halbpro,Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.
1958120188,happiness,_annee,wish i was home in time for the #jonaswebcast today
1958120296,happiness,oscarbpt,"@AubreyODay  Aubrey, i know i speek for a lot of fans when i say we miss seing you on T.V. I hope we will be seeing you again  ..."
1958120487,happiness,CiTay500,@billyraycyrus Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took
1958120577,happiness,amikaadeleigh,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!
1958120644,happiness,jemariie,@CheskieBear to go in their next live chat.
1958120792,happiness,spaceyfan,"It's this year. Can't catch it, won't be in NY till Oct 2010  http://bit.ly/AF8JT"
1958121008,happiness,sammyD748,cutting hair allll day  wish i was outside
1958121021,happiness,Jonnyapps,I thought there was more Fanta in my can than there was
1958121341,happiness,shanedawson,sorry for my lack of tweets  ive been buzy. new vid this saturday!!
1958121405,happiness,Dumskull,@Glinner the trailer has been removed  i have a look and see if i can find it somewhere
1958121511,happiness,DramaQueenTeTe,@kekeinaction Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold
1958121814,happiness,iamCollins,i dont like funerals
1958122002,happiness,Kat_04071991,@mitchelmusso Heyyyyy us English fans want some signings too
1958122038,happiness,froebe,So guttered that Ruby got eliminated from NZNTM..  I'm all about supporting the locals. Haha. Hosanna better not win..!
1958122164,happiness,totalgaming,"@General_Coxy Apologies, we've had CMS issues all week"
1958122262,happiness,pimpyouriphone,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm
1958122532,happiness,littlepretty,@tofuatomic my boss. She's moving to NYC
1958122540,happiness,jeremy_ellis,@Jayce_Kay Morning! Hows your day. Hope you're not another lying in the sun
1958122553,happiness,Stegofreak,ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site.
1958122909,happiness,chochocamacho,I miss my wacom. Especially the mouse. Laptop touch pad is horrible
1958123125,happiness,Maisy13,Job???????   Not so much.
1958123187,happiness,TheCheesyRiders,"@sideone yeah, I much prefer tweetdeck but if you must have multiple accounts"
1958123217,happiness,Yukari_Fujii,Finally gonna try and fall asleep goodnight.. More like morn... I sleeP
1958123273,happiness,PrincessPhoebe1,is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece
1958123382,happiness,karinb_za,@GarethCliff Oh stop boasting already.  I've got a horrible piece o' crap cellphone.  *pulls a tongue*
1958123587,happiness,iLoVaLiCe,@rainbowbrite22 What r u stressin' bout mare?
1958124238,happiness,malbryc,can't help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...]
1958124855,happiness,SeanEKay,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now"
1958125388,happiness,Missmakebelive,the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????
1958125646,happiness,eLi182,@Blinkollieb182 : nooo  i don't know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn't run!! so sad...
1958126037,happiness,euthanasia86,I miss @abhorredlife so much  I wish I had enough money to be with him again
1958126213,happiness,SelenaShines,@WhoButStretch  you aint invite me
1958126346,happiness,ASinisterDuck,"back soon, need to run to the shops and cut the grass"
1958126362,happiness,scorpfromhell,@narendranag no not that expensive  windows or linux
1958126683,happiness,Carolnoe,I think a crow took one of the baby birds in my garden today. I know it's nature but I still don't like It.
1958126712,happiness,gangstaaadisney,hates having to be at work for six am
1958127181,happiness,heathrocks,"@tonibrockliss fyi, connie and carla is not as totally awesome as the previews make it seem  sorry about that one."
1958127215,happiness,emmao414,"@davidbaillie they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week"
1958127427,happiness,BelleBot,"@C_J_Stuart Unfortunately not yet, I am still without licence."
1958127480,happiness,JessicaJuliana,I just had a horrible dream.
1958127569,happiness,freakypuspita,just in imagination
1958127797,happiness,Puppykat84,@Eminem can't wait for that!! recently bought metallia guitar hero but cant play it coz my sony tv went kaput!
1958127848,happiness,tmofee,@blue_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..
1958127867,happiness,hopeanddreams,is missing out on the sunshine and trying to stay awake after having just 2 hours sleep
1958127965,happiness,rawitat,no food since woke up.
1958128132,happiness,RussellBfan90,@ShesElectric_ i'm in bed sick atm-been sick since yesterday   hru hun?
1958128172,happiness,floppyarms,@tidygraphic Suspect tax-man is at fault....
1958128173,happiness,KatWoman17,Fed up today        No-one's available for comment
1958128181,happiness,vibzfabz,"@edziardo : Hi, there! I'm sorry for not telling you  Let's meet up! With @yayi_meirizka too. You promised to treat us! XD"
1958128207,happiness,felippesouza,i reeaally miss my cosito  hope hes getting good scores!
1958128385,happiness,FeistyLeo,@pleasurep Just read that message about u being at Stephanie's in Greensboro.....love it! I miss my home!
1958128554,happiness,hemalkuntawala,@JenniferSmithCo Just checked the diary and it clashes with uSwitch.net beers
1958128886,happiness,richardireland,Mozzer cancelled tonight by the looks of it.
1958130099,happiness,ArualSnikpoh,@Jewel_Lia  Are the drugs working?
1958130674,happiness,HelenH20,@EPMorgan I know!  I can read bt I can't sit outside coz I gota answer the phone
1958131281,happiness,Potastic,No callback yet.
1958131412,happiness,elle_2009,nope no way in to stop  just have to put up wiv it
1958131790,happiness,phonographh,@Tolman21 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can't go back to sleep.
1958131886,happiness,pigiuz,working wearing sunglasses...my eyes are bleeding!
1958132007,happiness,APoopeyBum,school..  i wish it would just end already!
1958132008,happiness,thehogester,I want a new mountain bike
1958132112,happiness,Christine_May,"@kev_watson   Sorry address was wrong. where I put samuel in the address, it should be just sam. I am having a stupid brain day today."
1958132254,happiness,ImranA,Guy coming to see my car is late
1958132657,happiness,riandawson,Almost showtime in Osaka.  Our last night here in Japan  I will miss youuuu
1958132734,happiness,GRIMACHU,This month was a bad month to try and get an advert together for Kobold Quarterly
1958132777,happiness,sarasuhaili,My dad's not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah
1958133009,happiness,venessaaaa,at MKG 3 now. and all alone
1958133344,happiness,tdlucas,"@ShaneSakata Hi Shane, that link doesn't seem to work"
1958133546,happiness,ryguy999,I can't get to bed
1958134071,happiness,chaneldeschanel,rain got so big weather so cold right now
1958134441,happiness,kilionaACU,tonight was a very bad night
1958134444,happiness,breadsticks,I have too much homework to do today
1958134519,happiness,jayohsee,@kaliie i'm sorry but LOL! what is this about? waitt... you think your mum would still let you do bday stuff this weekend?
1958134698,happiness,fleurdeguerre,@Loulou_de_B You have to email her - she only gets what people want in so they aren't on the site. Shame about the trousers
1958134970,happiness,rickoshea,@Dublins98Dave @doneganland has tickets.......?
