tweet_id,emotions,author,content
1956979917,anger,Dreness023,@djmicdamn hey yu lil fucker i textd yu
1956980788,anger,nathaliep,"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs"
1956980883,anger,hollywoods500,@benballer  no way! damn that sucks B!  are you ok?
1956980972,anger,syl3nt,sucks not being able to take days off of work or have the money to take the trip  so sad
1956981427,anger,Caillie,"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to"
1956981850,anger,robuttley,@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope
1956982075,anger,minamic,@lostluna But I got dibs on Sulu...
1956982383,anger,Ameeee,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
1956982449,anger,DawnofOURnight,@itsgabbith at once haha.  poor aby still gets sore!
1956982576,anger,kShadhavar,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
1956982605,anger,Diyeni,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
1956983160,anger,crittyjoy,@Pokinatcha  in all honesty...pain   blech.
1956983171,anger,paulyum,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...
1956983467,anger,njc87,At home alone with not much to do
1956983509,anger,heyitsmisti,@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
1956983690,anger,Trishalove,@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol
1956983851,anger,sweetkisses277,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin
1956983874,anger,joia,"So great to see Oin &amp; Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards."
1956983931,anger,MunkyMunch,I cant give @jertronic any bday nudges.
1956984185,anger,HarryLyme,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'
1956984205,anger,chicabajoelsol,Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.
1956984559,anger,Marielii,says I miss plurking.  http://plurk.com/p/wxion
1956984864,anger,Amantou,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
1956984894,anger,Chai_Bo,I miss Voobys!
1956985129,anger,Cookphotos,@Dancing_Monk Neither are ELP!!
1956985535,anger,quarrygirl,"@havingmysay  dude, that is my favorite sandwich place ever. ummm did you take PICTURES?"
1956985612,anger,juliehuang,is sad that shin ae got married...and it wasn't to alex
1956985758,anger,jazz_angela,"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
1956985764,anger,Samm_xo,@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?
1956985973,anger,ssabz,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.
1956986211,anger,metaphysical1,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
1956986359,anger,bittenbyte,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
1956986767,anger,AshLaws,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
1956987381,anger,supkeke,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
1956987600,anger,naterkane,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
1956987828,anger,palomalopes24,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
1956987904,anger,creativevixen86,I can't sleep...I keep thinking about the puppy I played with today
1956987950,anger,smiles4dayyz,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
1956988145,anger,padfootly,@lepetitagneau what's going on sweetheart?
1956988218,anger,callatya,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows"
1956988223,anger,kabilan,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
1956988477,anger,enlightenthem,@willxxmobb work at 6am. Gotta go to bed soon
1956989093,anger,Angela_Grace,@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha
1956989514,anger,yellowduckx,@sweeetnspicy hiii im on my ipod...i cant fall asleep
1956989526,anger,KaKuBby,dont wanna work 11-830 tomorrow  but i get paid
1956989560,anger,benchidol,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
1956989561,anger,outrAjusCharmer,PrinceCharming
1956989601,anger,M0anique,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956989914,anger,Fowl2,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
1956990288,anger,MissPassion,@mrgenius23 You win ... SIGH Rakeem
1956990413,anger,Wendywitwoo,Oh is that time for real?
1956990568,anger,sarah_walter,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
1956990729,anger,marpizza,Oh no one minute too late! Oh well
1956991009,anger,rdyfrde,"@soviet_star Damn, that sucks"
1956991673,anger,M0anique,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956991704,anger,Tweetyangie,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
1956991723,anger,briwyatt,ahh! big scary bug flying around my room!!!!!
1962327047,anger,smellmycheese,@dekhmcclelland One's gone to my husband who's going alone  Other I might just leave at box office under a random name for anyone...
1962327183,anger,Mariposa72179,I'm missing everything at work  I want pix of @ipinklemonade !!
1962327466,anger,ShellyFagin,"@marcusbetts lol, I know how you feel, but with 4 kids and my current work load, I am maxed out with no time to grow things."
1962327757,anger,LittleMissKJ,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL shit.
1962327806,anger,daulex,I hate crowds   http://tr.im/mONi
1962327934,anger,hyper_baffoon,OMG i just realised while listening to &quot;perfect story&quot; penny liked dr horrible!!! damn you captain hammer!  omg im so sad now!
1962327953,anger,bigboab5,"It's the weekend, its sunny..... and I got another puncture!!!"
1962328019,anger,ahitsCHRIS,@DKHOTOPIC aw
1962328523,anger,LetoyaTG,@followfrankie u feeling urself so much u cant say hi???  me no likey u
1962328539,anger,jramboz,"@MistressJett Ouch, I'm sorry then"
1962328675,anger,helbro,@MissCalderon that was horrible. I didnt ask u to. But u didn't have to laugh about it.  it hurt a little inside here *pints toward heart*
1962328982,anger,JakeFloch,is on the road now! with 7 hours ahead and a beautiful girl behind
1962328991,anger,CougarLover89,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!"
1962329124,anger,justamber09,"Schools out, but works in"
1962329574,anger,Turbo_power,@thehottestboys  i think its like 1million degrees here &lt;3
1962330224,anger,aimeeroo,"Sad that our neighbors just cut down ALL the trees around their house! It looked so pretty before, and they seemed healthy.  Tragic."
1962330528,anger,zenjar,I don't think my friends like me anymore  (via #zenjar )
1962331370,anger,andtheniwaslike,@soniaohmae .. and you're on twitter! Did the tavern bore you that much?
1962331462,anger,Visadharah,@tursiops718 Ohnoes!   That's icky!
1962332251,anger,letsdomusiccc,My throat hurts
1962332503,anger,crystalisgnar,@paulineee: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz &lt;3
1962332601,anger,jasonhail,Last business day of the month is the wrong time to get new tags. About 45 people
1962333102,anger,_ALEEMORALESS,class is almostt over
1962333538,anger,tiny_dancer88,wishing technology wasn't so complicated
1962333678,anger,jazzj22,Running around doing errands on my last day in Charlotte  I would much rather be shopping!!
1962333883,anger,RealMegFranklin,@ferretprincess are you having any problems sending images from Twitterberry  mine just doesn't want to work ! Xxx
1962363497,anger,VioletJohe,@S_Mak request me on bbm &amp; send all ur contact info. Everything didn't sync up from old phn  I have ur tmail info haha - DATED!
1962363550,anger,rayann0611,Got my new phone - now to program everything since my old one had no memory card like this one
1962363729,anger,Miley_Star,Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !
1962364000,anger,ldometriax,Anyone have a Super Nintendo Controller they want to sell me? Mine broke.
1962364197,anger,goodfella66,Looking for a new laptop battery. Why are they so expensive??
1962364584,anger,Takitron,"@DevonStebnicki sux, I'm thinking of being an accountant. Mad monies! I'm a middleschool cafeteria manager  (25k/yr)"
1962364594,anger,clashley21,*old me's dead and gone*
1962364957,anger,lapniappe,@cdlstatus are you guys dead again?  I can't load it up
1962365019,anger,arianneista,someone WOULD give a speech about loved ones in the hospital. Stupid COMM class
1962365187,anger,ncdoog,Glued to the copier machine today.
1962365221,anger,juliananmelo,i don't know !!
1962365321,anger,jessebebenek4,@alexcox13 shut up  you know what! oll just like zack again then.
1962365336,anger,crahnbistro,"@hypernyck if i can get a ticket, but the pickings are lookin slim soo prob not"
1962365356,anger,dlthibo,Heading to work - on my Friday off.
1962365474,anger,SisterSinister,@me_chiel Well...I would love to have a Zoo! ;P Dont think I can be there sunday.  But sometime I will !I want to!
1962366030,anger,Nymeth,@renay How come?
1962366136,anger,kaseylrose,Is on the couch hungover--don't expect much out of me today
1962366238,anger,KimStar12,@Jtabzz Sorrry  I'm ready to leave.
1962366350,anger,sanyukumiko,"@ederyn Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car."
1962366608,anger,nivelouk,Flash lost my frisby on a roof. Sad days LOL
1962366639,anger,negativeman,"Thought I'd check out home, that was 10 minutes ago, downloading update, now home square....that's why I can't be bothered with it Sony"
1962367004,anger,thamodeldiva21,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  @sexyhunnybunny
1962367088,anger,allybo104,I hate the dentist
1962367395,anger,xxkllygrlxx,@vamp411316 haha that sucks! actually mine is worse. mines ft math  eww
1962367709,anger,djgobas,My aim is not working due to network problems
1962368203,anger,jamesgarner,i'm still here in the office...and the sun is shining
1962368577,anger,OsobJire,"Being tall has its ups and downs , my legs are in pain"
1962368650,anger,ConsoleCharlie,"@stephaniejack Geez sorry to hear Steph, I hope things improve soon. I know that ain't much sorry"
1962368682,anger,michalhay,Such a beautiful day...wish my bike hadn't been run over by a car - hit and run.   #bikeTO
1962368785,anger,rockchickmandy,oh my gosh!!! hollyoaks was so sad tonite
1962368886,anger,hannahsewell92,:O Can't believe Hannahs dead in Hollyoaks!!
1962369225,anger,dux4reel,Way to many people were crying at the school picnic and now I have to decide if I want to go back or go to public. I'm confused and sad
1962369507,anger,trustmyface,poor baby girl chloe is freaking out because of all of the noise!  She so cute and pitiful hiding under the middle of the table!
1962369755,anger,shaksiyya,Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!
1962369897,anger,lina_luka,i bit my tongue sooo bad...it's swollen.
1962370224,anger,dannigyrl,@AlexisTai please don't roll your eyes. I can't handle that.  *cries*
1962370320,anger,srslyjustsayin,"@pattyxxcore I don't know, ask Carolyn. Also, we won't have the boxes empty by the time you get off."
1962370853,anger,mcflyellie,mcfly anit been on here in ages  z
1962370876,anger,fatimacarrillo,ugh back in reno
1962371435,anger,_____gizzz,'s hair was on fire right now! Ewww it smells
1962371468,anger,lauzc87,I'm slightly disturbed by Hollyoaks tonight.  I really don't think it's something that should have been shown at 6.30pm...
1962371541,anger,mlane,"@JeffSays yeah, precisely what I was thinking"
1962371882,anger,rondavis007,Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.
1962371928,anger,hypergal027,Working during graduation. What a shame.
1962372493,anger,rcwaller,i waited too long to buy pink tickets!  now we're going to be in nose bleed!!  how sad  we're taking binoculars...
1962372494,anger,myrna_89,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!
1962372540,anger,Bambinaaa,@ruby_may http://tinyurl.com/n23akq &lt; that! its so cute and currently has ymas pumping full blast ! i dont know what to revise for comms
1962372642,anger,bazzmatti,Omg. That's all I can say
1962372821,anger,angelashushan,"argh, i don't feel too good"
1962372836,anger,Jiglie,lif's unfair....luk wat it did to ma frend...i m so hating it
1962372937,anger,OrganizeFISH,"SPGridView is looking prettier, but I'm pretty sure my code is very ugly."
1962373117,anger,ChezDarrenA,is feeling the effects of spring. My sinuses are killing me
1962373122,anger,fearlesslove,My tomato soup tastes like red peppers
1962373197,anger,meshee722,Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!
1962373270,anger,tangelobaby,"@lisajcopen Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog"
1962373397,anger,SummrPhotograph,"LONELY, I AM SO LONELYYYY ... @fempi plz come back"
1962373485,anger,swayshay,"@88brit06 def see ya tonight, we must get some RN photo's, I didn't get any yesterday  lol! And thanks for doing so, please don't forget!"
1962373785,anger,SwimGoldberg,@knightedbishop endodontist should be able to do it without removing it. Just hope my ceramic crown doesn't shatter some time later
1962374295,anger,LiljerriDoodoo,why is it still raining?!  at least i have cute rainboots
1962374307,anger,penguwin101,"The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-"
1962375114,anger,merrypranxter,@justlikeanovel aw you could have played the penis game with me this morning! Nobody else wanted to play
1962375329,anger,B_Style_P,@TIM_berland LMAO I know I know
1962375464,anger,Snowshadow,"Today has been a nice positive  fun day , after several weeks of bum days"
1962376012,anger,CortneyBotto,No one loves me  Brittany forgot my flowers...
1962376018,anger,Samantha_Mariee,@BOPandTigerBeat i love those boys. i missed the chat yesterday  it was the firts &amp; only one i'll miss though! &lt;333 Nick Jonas &lt;3333
1962376567,anger,chastinevegas,@austincarlile I'm sad.  I want to go to the sd zoo. say hi to the giraffes and elephants and polar bears for me!
1962376862,anger,joeh1994,@icklemonkey My Photoshop won't let me save anything  Due to a disk error. The blend took me 1.5 hours!
1962376947,anger,JamesEllum,is actual gonna need a new job and not just want
1962376985,anger,clauds,"@debbieseraphina not very effective for me  i am stuck! i either sit up, let it cramp or lie down and pay the consequence later. EEPS!"
1962379568,anger,_bkt,Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0
1962379705,anger,datinjehan,I look like schuhz and arabyrd now...
1962379859,anger,justkappa,really not feelin well...
1962380550,anger,talulala,@McDayDreamer some..and some not  only my 2 best friends go to the same school..the others change schools.
1962380803,anger,visigoth,out with dad to see up.  sad that mom cannot come
1962380892,anger,writesfortea,"@orbitaldiamonds awww bb, you sound lonely  I want to drive up there/fly and snuggle you too"
1962381004,anger,jipsee,i think june gloom has arrived
1962381380,anger,RPattzWho,@katarinasmama it was WAY too fast
1962381771,anger,sarahPUFFY,@shadowsforsale  !!!!!!!!!!!!
1962381982,anger,KaysleeCollins,Wheres my phone ?!
1962382017,anger,TMScorpio,Homey missed da bus.
1962382230,anger,MSEDITH88,"@JoiDlove Y I GOTTA B TALKIN BOUT CLUBBIN Y CANT I B TALKIN BOUT THE MOVIES,DINNER,OR JUST HANGIN OUT"
1962382291,anger,MyNameIsJohnson,@letsocietydream I think i would die if they played Pushit. I missed them when they came last time. When Isis toured with them
1962382355,anger,geminica,@heathervescent sorry didn't get to see you
1962382738,anger,zellyboo,@sheszladii  LOL! Girl that video disturbed me  and I love the hk theme too cute!
1962382934,anger,skttrbrain,woke up to boxes to the ceiling and now he can't find his yerba mate or coffee beans.
1962382938,anger,Sabrinagoh,wow. i just install twitter fox. I am tired to keep refresh my browser
1962383482,anger,cowpokette85,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow
1962383724,anger,m00nzy,"feel like a junkie  i live in chronic pain disorder with fentanyl an morphin, that is not nice... it really sucks"
1962384767,anger,shalinique,"@ClaytonCalhoon I know, huh?"
1962385190,anger,jinnyjinn,"@angelabc hi angela, can you check your email? I need one thing from you (sorry if it's your day off  )"
1962385637,anger,beezan,@PastimeDaily   Oh dear - Boyle is staying ...
1962385859,anger,Dominic_Lopez,Can today go any slower? Time is just dragging by.
1962385947,anger,AMandyL,"@itsaimee sorry, that's probably my fault."
1962386539,anger,IvanaE,"Urghh, I'm gonna do my project now  don't wanna waste valuable weekend time"
1962387059,anger,CuteRain,@CuteRain following 865 and followers 539...not nice
1962387121,anger,freehighfives,@LCPromotions  I doubt it! Boo! You always leave me behind on your awesome roadtrips!
1962387165,anger,Moon_strucker,@mileycyrus http://twitpic.com/5ut6j - Poor Thing
1962387240,anger,HahliHusky,@SilveryBeing  *hug*
1962387559,anger,angel200688,"So has anyone had that yucky new throwback pepsi and mountain dew yet? If they plan on keeping it around, I will not be drinking it!"
1962387596,anger,lareyna916,o ok..im jealous..i wish I was in bed
1962388047,anger,Blogography,"@Julius_Beez - I'm 20% hetero-challenged, but still didn't care for &quot;Milk&quot;... I thought it was boring."
1962388216,anger,kiannabanks,shoutout to @denzelburks we're both starvin like homeless cambodian kids  lmao
1962388341,anger,kallmewifeyy,"@Maestro so I wanted to DM you back but I couldn't cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ..."
1962388357,anger,SJBoy74,@batbuick .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..
1962388377,anger,JSavXO,@imreallydope your phone isn't working!
1962388400,anger,jbrinkman,Almost ready for new Beta.... until we found a showstopping bug   Please standby.
1962388401,anger,Dathorc,just ran some ACCELA unit tests for the first time in about 2 years... and they failed
1962388641,anger,ktdoglover7,@Hetty4Christ  its my fav since i was little its gonna storm
1962388933,anger,Schreeck,"@torreyryan Yeah, I thought that was very little warning for you guys.   I don't miss 12-9 shifts 6 days/wk with no break, that's for sure"
1962388943,anger,severanc3,@CraigN No surprise there. They probably don't know themselves where it is
1962389034,anger,hyper_kitty,"@nick_carter It says &quot;This video is private.&quot;, WTF????"
1962389317,anger,_vaness20,wants to meet Bill
1962390039,anger,Boomquiesha_J,is sad because his tea and oatmeal are cold
1962390130,anger,rooner,@fareforward   do you need to go on a bike ride?
1962390297,anger,avalonabsinthe,@abhorrentbm lame. you should have said hello!
1962390479,anger,Jotacon,@vronmcintyre I want an espresso machine
1962390792,anger,imhappy1966,@HighRawFoods I am sorry.
1962391061,anger,Aloft_Incumbent,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...
1962391127,anger,JoshSemans,"@catashton ermm, more like a full black upper half.  and some a completley grey"
1962391823,anger,SylvieSOfasho,@Nigganelle yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that nigga was coughin all over that
1962391924,anger,leehong2511,@bernadinee thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here
1962392072,anger,sarisam,@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple
1962392145,anger,KeelHaulKate,Finished new moon! Woo! Now i want the next one...
1962392290,anger,Jovi_Jonas,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.
1962392455,anger,makkmommy,@bcran we'll see Craig might just hog u guys! haha I work till 10 tonight anyways
1962392850,anger,cbldivas,Danny cut his beautiful curls
1962393224,anger,linnix,Just saw half the RRO staff walk by...sadly I didn't see @legmar or @mtacheme
1962393556,anger,bonfire1980,its almost lunch time for you
1962393606,anger,SE_nicorob,Im sad right now becuz of my lady
1962393907,anger,revqueer,http://bit.ly/NYhMZ  Dionusia made me do it
1962394372,anger,thoughtspeaks,wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out
1962394759,anger,kizat,@niftybitch time to leave a passive agressive note to the owners.  It's not the dog's fault... it's their shitty owners
1962395916,anger,zialozadalim,will be lonely for 4 days because @trizia will be in baguio.   http://plurk.com/p/x2apl
1962396056,anger,aprilhrrn,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts"
1962396469,anger,musicaddikt787,@chantelmybell  that's no bueno...hope u feel better!
1962396607,anger,Rockaholica,so....i'm guessing no BGN?
1962397028,anger,HoodTREdemark,Feeling like the bum of this recession.  Don't try to call or text me.
1962397048,anger,MCRmuffin,@Boy_Kill_Boy I know the feeling
1962397347,anger,kriisco,@XxMolliexX I mean someone hit a dog with a car. It was just laying there
1962397631,anger,encaf1,"Nice to come out of a business meeting feeling desired &amp; valuable. Now, to come out of a date like that..! (Or, to go on a date at all..)"
1962397669,anger,enaaarz,@te0h hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley
1962397979,anger,candz,So much for buying that awesome new phone from sony ericsson  - I am now Berry'd like everyone else...
1962398157,anger,MaternalSpark,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast
1962402603,anger,rainbowirisfarm,boo (but will I listen?)
1962402690,anger,joshigginbotham,"@jaymckenney gosh, I'm sorry man.  I'll hope for good news."
1962402965,anger,blueyedgrl44,Trying to stay upbeat while I wait to get my keys out of my locked car
1962403118,anger,WildestDream,I want the rain to go away! There has been too much of it lately
1962403289,anger,Miss_Foxay,@CaroTheNyx aww im sorry im home now hope your ok  i love ya wifey &lt;3 xx
1962403627,anger,WhitneyShi,This is getting on my nerves. I cant change my pic
1962403675,anger,mgstrawn,Running around town with Kathleen....she's leaving me for a month..
1962403695,anger,ramdomthoughts,Got insurance forms for Polo. Feel a bit  Has to be done though.
1962403796,anger,Toni_GPB,@mommypages I wish our @COSICols didn't close
1962404255,anger,oldparty,"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me"
1962404379,anger,kelanjo19,just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops
1962404738,anger,savvasmalamas,its impossible to watch in full ANY flash video with my mac after 5.7
1962404828,anger,lacitygrl8,such.a.tease.
1962404869,anger,Betheglintine,"really ill again not been well for 2 weeks, i've got a bad viral infection."
1962405180,anger,PrincessSakura,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber"
1962405797,anger,HollieTennan,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't
1962406657,anger,DaniFaubert,Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.
1962406888,anger,RoxieDaRockstar,Going to tmobile  i need a new phone this G1 is so not working for me anymore
1962407012,anger,Nymeth,"@renay Poor kitties  If there's nothing that can be done, hopefully you'll at least be able to find her a good home"
1962407149,anger,tarek_,"@ChristinaHz no wayyy, that's too funny.  well he sure is missing out, but ever since you left, i feel i am too  when is your next visit?"
1962407156,anger,draykonis,@dysonrules don't make me smite you! and yeah @micolerose yeah it really does. No cuties for me
1962407600,anger,jamiefishback,"@TeelaJBrown i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?"
1962408126,anger,brendablue43,grumble..weather man.. don't know wtf they are talkin about.
1962408417,anger,FatsoTheWombat,is incredibly worried about Stanley...
1962408442,anger,bleedthemelody,"An hour of walking in hot weather = a satisfied but hurting Nellie.  Ow, blisters."
1962408505,anger,charl598,@Emz2009 gutted your out off hollyoaks  xx
1962408575,anger,lepouse,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don't have any cranberry juice"
1962408705,anger,lilmizzketa,i thnk ima cry i feel rlly bad
